tocsin_score,simllm_score,label
-12.117761611938477,-0.3629108965396881,0
-11.798697471618652,-0.3469309210777282,0
-11.806652069091797,-0.3970725238323211,0
-12.01701831817627,-0.3138227462768554,0
-12.33298397064209,-0.2899913787841797,0
-11.891868591308594,-0.2646850943565368,0
-12.134626388549805,-0.7662675380706787,0
-12.078023910522461,-0.2341661900281906,0
-12.322651863098145,-0.2267529666423797,0
-11.89217472076416,-0.3606709539890289,0
-12.153972625732422,-0.3616583049297333,0
-12.012784957885742,-0.3028833270072937,0
-12.065893173217773,-0.259062111377716,0
-11.706450462341309,-0.5320660471916199,0
-12.007765769958496,-0.414785623550415,0
-11.755221366882324,-0.5931046009063721,0
-11.966278076171875,-0.3269194662570953,0
-11.635571479797363,-0.227871224284172,0
-11.959085464477539,-0.2991013824939728,0
-12.245238304138184,-0.3268111646175384,0
-11.842242240905762,-0.362164556980133,0
-12.043685913085938,-0.4201163351535797,0
-12.139073371887207,-0.479401558637619,0
-11.827858924865723,-0.4915296137332916,0
-11.88382625579834,-0.5059813261032104,0
-11.594305992126465,-0.2901724576950073,0
-12.081483840942383,-0.4464773535728454,0
-11.957413673400879,-0.3248708844184875,0
-12.374933242797852,-0.4463737607002258,0
-12.166255950927734,-0.481736958026886,0
-11.901299476623535,-0.3401378393173218,0
-11.712586402893066,-0.5118171572685242,0
-12.259552001953125,-0.283787339925766,0
-12.069639205932617,-0.4549719989299774,0
-12.14937973022461,-0.2457257360219955,0
-12.317410469055176,-0.5339210033416748,0
-11.896900177001953,-0.4638274013996124,0
-12.163947105407715,-0.3879906833171844,0
-12.11793327331543,-0.471094399690628,0
-12.029935836791992,-0.2394850105047226,0
-11.670190811157227,-0.4884473383426666,0
-11.811826705932617,-0.1466015577316284,0
-11.888583183288574,-0.4073665738105774,0
-12.108434677124023,-0.309882789850235,0
-11.474165916442871,-0.3882549405097961,0
-11.845415115356445,-0.3487971127033233,0
-11.91501522064209,-0.6196737289428711,0
-12.155508995056152,-0.3069107830524444,0
-11.61663818359375,-0.3258486986160278,0
-11.894648551940918,-0.5962645411491394,0
-11.944723129272461,-0.3906975388526916,0
-12.07180404663086,-0.3122709095478058,0
-12.014546394348145,-0.4368073642253876,0
-12.143942832946777,-0.2649259269237518,0
-12.06014347076416,-0.2554727792739868,0
-11.92792797088623,-0.239705815911293,0
-11.983860969543457,-0.3372983336448669,0
-12.097567558288574,-0.3369359970092773,0
-12.138066291809082,-0.414700984954834,0
-12.109908103942871,-0.3073935508728027,0
-11.679821968078613,-0.5754148960113525,0
-11.754045486450195,-0.5335322618484497,0
-11.805038452148438,-0.3960905969142914,0
-11.952790260314941,-0.2018098533153534,0
-12.00420093536377,-0.4315547347068786,0
-12.133995056152344,-0.5292896628379822,0
-11.921775817871094,-0.3780392408370971,0
-11.657136917114258,-0.446355402469635,0
-12.310236930847168,-0.3379890620708465,0
-11.609649658203125,-0.8242236375808716,0
-12.000246047973633,-0.4313077330589294,0
-11.7716064453125,-0.4137274622917175,0
-12.062840461730957,-0.2965782880783081,0
-11.885501861572266,-0.3336216509342193,0
-12.203346252441406,-0.3094737231731415,0
-11.940125465393066,-0.4835550785064697,0
-12.022997856140137,-0.1357237249612808,0
-12.062365531921387,-0.2564601600170135,0
-12.230270385742188,-0.4677545428276062,0
-11.957259178161621,-0.5183687210083008,0
-12.427082061767578,-0.4231834411621094,0
-11.855219841003418,-0.2864655554294586,0
-12.016544342041016,-0.3912348449230194,0
-11.722955703735352,-0.2703756988048553,0
-11.9125337600708,-0.3541483581066131,0
-11.794456481933594,-0.4137377142906189,0
-12.270291328430176,-0.3392104208469391,0
-11.46487045288086,-0.5074220895767212,0
-11.840432167053223,-0.350163459777832,0
-11.953972816467285,-0.3590781986713409,0
-12.26520824432373,-0.2237381041049957,0
-12.139839172363281,-0.2106881439685821,0
-12.352187156677246,-0.3664615750312805,0
-11.843575477600098,-0.4735295474529266,0
-12.084821701049805,-0.2080606669187545,0
-12.013242721557617,-0.3931313753128052,0
-12.152633666992188,-0.401976078748703,0
-11.696557998657227,-0.340597003698349,0
-12.124217987060547,-0.5320237278938293,0
-12.006616592407227,-0.3813949227333069,0
-12.015547752380371,-0.3654265403747558,0
-11.863048553466797,-0.4077628254890442,0
-11.846747398376465,-0.337988942861557,0
-12.02428913116455,-0.3174610137939453,0
-11.91086483001709,-0.4215345382690429,0
-11.76588249206543,-0.3059605658054352,0
-11.989973068237305,-0.3417185842990875,0
-11.899292945861816,-0.2883748412132263,0
-11.668225288391113,-0.3490850031375885,0
-12.1716947555542,-0.198267713189125,0
-11.925148963928223,-0.377687931060791,0
-12.200953483581543,-0.2727690637111664,0
-12.129745483398438,-0.3215331733226776,0
-11.734758377075195,-0.5544041395187378,0
-12.041919708251953,-0.4776680171489715,0
-11.919683456420898,-0.4413889944553375,0
-12.008193016052246,-0.3476307094097137,0
-11.92293930053711,-0.3638776540756225,0
-11.901803016662598,-0.497329831123352,0
-12.288229942321777,-0.3865621387958526,0
-12.113767623901367,-0.3219754695892334,0
-11.911654472351074,-0.3185835480690002,0
-12.169907569885254,-0.5625715851783752,0
-12.002863883972168,-0.2195461541414261,0
-11.678459167480469,-0.3023001849651336,0
-11.8590087890625,-0.2784484922885895,0
-11.69389533996582,-0.4485509693622589,0
-12.298030853271484,-0.3821934759616852,0
-11.914345741271973,-0.2838229238986969,0
-11.906813621520996,-0.213170900940895,0
-12.173892974853516,-0.4811893999576568,0
-12.035882949829102,-0.6138017773628235,0
-12.006749153137207,-0.4887718260288238,0
-12.151686668395996,-0.3356927335262298,0
-12.378155708312988,-0.290757268667221,0
-12.099898338317871,-0.3412158191204071,0
-11.932950019836426,-0.3036604225635528,0
-11.800396919250488,-0.2611508369445801,0
-12.083199501037598,-0.2331534475088119,0
-11.873929977416992,-0.4349613189697265,0
-12.384608268737793,-0.2123224735260009,0
-12.420509338378906,-0.3599369525909424,0
-12.114384651184082,-0.371066004037857,0
-11.883186340332031,-0.4322834014892578,0
-11.853515625,-0.4140261709690094,0
-11.215660095214844,-0.5280144214630127,0
-11.584233283996582,-0.404217004776001,0
-11.882636070251465,-0.2783799767494201,0
-12.316385269165039,-0.2830000221729278,0
-12.41869831085205,-0.360544353723526,0
-11.837383270263672,-0.4050025641918182,0
-11.855274200439453,-0.2910141348838806,0
-11.4260835647583,-0.479870855808258,0
-12.16518497467041,-0.3040286302566528,0
-12.119240760803223,-0.3570894598960876,0
-12.289861679077148,-0.2160420566797256,0
-12.195077896118164,-0.2527984976768493,0
-12.267866134643555,-0.2495612949132919,0
-12.077871322631836,-0.4149675965309143,0
-12.18078899383545,-0.3217681646347046,0
-11.94040584564209,-0.4379987716674804,0
-12.148808479309082,-0.2971976399421692,0
-12.122900009155273,-0.3475759029388428,0
-11.928365707397461,-0.3963595032691955,0
-12.296290397644043,-0.3099307715892792,0
-12.183101654052734,-0.2603653967380523,0
-12.024336814880371,-0.3395412564277649,0
-12.08145523071289,-0.2719634771347046,0
-11.969389915466309,-0.3138797581195831,0
-12.211591720581055,-0.3139708042144775,0
-12.091541290283203,-0.2240709215402603,0
-11.841334342956543,-0.4433451294898987,0
-12.095696449279785,-0.263645589351654,0
-12.130571365356445,-0.6185373067855835,0
-11.876354217529297,-0.3083290457725525,0
-12.144599914550781,-0.1984127163887024,0
-11.92768669128418,-0.2747460305690765,0
-12.058481216430664,-0.3613836467266083,0
-12.078154563903809,-0.3068096041679382,0
-11.860724449157715,-0.2084776163101196,0
-12.332225799560547,-0.2714479565620422,0
-11.91004467010498,-0.5085214376449585,0
-11.730046272277832,-0.5392752885818481,0
-12.070728302001953,-0.2995415031909942,0
-11.968375205993652,-0.290381908416748,0
-12.266522407531738,-0.4478545784950256,0
-11.9326171875,-0.3232805728912353,0
-12.043024063110352,-0.3831383287906647,0
-12.042518615722656,-0.4471468329429626,0
-12.159858703613281,-0.2212438583374023,0
-12.210393905639648,-0.2022359818220138,0
-12.223871231079102,-0.5373355150222778,0
-11.774003028869629,-0.4044730365276336,0
-11.615179061889648,-0.4649783372879028,0
-12.22663688659668,-0.4664532542228699,0
-11.555249214172363,-0.350940853357315,0
-12.07648754119873,-0.2887792587280273,0
-11.759061813354492,-0.3199280500411987,0
-12.116254806518555,-0.4564988315105438,0
